"heading","first","last","file"
"Housing Bill","uk.org.publicwhip/lords/2004-11-03a.396.2","uk.org.publicwhip/lords/2004-11-03a.396.3","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-03a.xml"
"Human Tissue Bill","uk.org.publicwhip/lords/2004-11-03a.422.0","uk.org.publicwhip/lords/2004-11-03a.422.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-03a.xml"
"Pensions Bill","uk.org.publicwhip/lords/2007-07-11b.1422.1","uk.org.publicwhip/lords/2007-07-11b.1423.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-07-11b.xml"
"Transport (Wales) Bill","uk.org.publicwhip/lords/2006-02-14b.1078.9","uk.org.publicwhip/lords/2006-02-14b.1079.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-02-14b.xml"
"Sanctions And Anti-Money Laundering Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2018-01-24a.1037.1","uk.org.publicwhip/lords/2018-01-24a.1041.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-01-24a.xml"
"Education And Skills Bill","uk.org.publicwhip/lords/2008-11-11a.576.1","uk.org.publicwhip/lords/2008-11-11a.576.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-11-11a.xml"
"Procurement Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2022-12-13a.553.9","uk.org.publicwhip/lords/2022-12-13a.557.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-13a.xml"
"Higher Education (Freedom Of Speech) Bill - Third Reading","uk.org.publicwhip/lords/2022-12-13a.557.3","uk.org.publicwhip/lords/2022-12-13a.563.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-13a.xml"
"Energy Bill [Hl]","uk.org.publicwhip/lords/2004-04-20a.280.1","uk.org.publicwhip/lords/2004-04-20a.280.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-04-20a.xml"
"Local Government (Disqualification) Bill - Third Reading","uk.org.publicwhip/lords/2022-04-01a.1787.3","uk.org.publicwhip/lords/2022-04-01a.1788.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-01a.xml"
"Down Syndrome Bill - Third Reading","uk.org.publicwhip/lords/2022-04-01a.1788.2","uk.org.publicwhip/lords/2022-04-01a.1791.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-01a.xml"
"Animals (Penalty Notices) Bill - Third Reading","uk.org.publicwhip/lords/2022-04-01a.1791.3","uk.org.publicwhip/lords/2022-04-01a.1793.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-01a.xml"
"Armed Forces Discipline Bill [H.l.]","uk.org.publicwhip/lords/2000-01-24a.1340.0","uk.org.publicwhip/lords/2000-01-24a.1344.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-01-24a.xml"
"Healthcare (European Economic Area And Switzerland Arrangements) Bill - Third Reading","uk.org.publicwhip/lords/2019-03-19a.1375.1","uk.org.publicwhip/lords/2019-03-19a.1375.4","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-19a.xml"
"Offensive Weapons Bill - Third Reading","uk.org.publicwhip/lords/2019-03-19a.1390.1","uk.org.publicwhip/lords/2019-03-19a.1391.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-19a.xml"
"Northern Ireland (Regional Rates And Energy) (No. 2) Bill - Third Reading","uk.org.publicwhip/lords/2019-03-19a.1420.4","uk.org.publicwhip/lords/2019-03-19a.1422.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-19a.xml"
"National Insurance Contributions (Increase Of Thresholds) Bill - Committee","uk.org.publicwhip/lords/2022-03-30b.1658.2","uk.org.publicwhip/lords/2022-03-30b.1659.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-30b.xml"
"Animal Welfare Bill","uk.org.publicwhip/lords/2006-11-01c.241.172","uk.org.publicwhip/lords/2006-11-01c.241.174","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-11-01c.xml"
"Mental Health Units (Use Of Force) Bill - Third Reading","uk.org.publicwhip/lords/2018-10-30a.1221.6","uk.org.publicwhip/lords/2018-10-30a.1222.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-10-30a.xml"
"Supply And Appropriation (Anticipation And Adjustments) (No. 2) Bill - Second Reading (And Remaining Stages)","uk.org.publicwhip/lords/2019-03-14a.1140.1","uk.org.publicwhip/lords/2019-03-14a.1140.4","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-14a.xml"
"Parliamentary Constituencies Bill - Third Reading","uk.org.publicwhip/lords/2020-10-15a.1210.4","uk.org.publicwhip/lords/2020-10-15a.1213.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-10-15a.xml"
"Control Of Horses Bill","uk.org.publicwhip/lords/2015-03-18a.1068.3","uk.org.publicwhip/lords/2015-03-18a.1068.5","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-18a.xml"
"Early Parliamentary General Election Bill - Committee (And Remaining Stages)","uk.org.publicwhip/lords/2019-10-30a.996.1","uk.org.publicwhip/lords/2019-10-30a.996.3","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-10-30a.xml"
"Fixed-Term Parliaments Bill","uk.org.publicwhip/lords/2011-05-24a.1693.3","uk.org.publicwhip/lords/2011-05-24a.1694.3","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-05-24a.xml"
"Coronavirus Bill - Third Reading","uk.org.publicwhip/lords/2020-03-25a.1793.1","uk.org.publicwhip/lords/2020-03-25a.1794.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-03-25a.xml"
"Uk Borders Bill","uk.org.publicwhip/lords/2007-10-23a.1011.0","uk.org.publicwhip/lords/2007-10-23a.1012.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-10-23a.xml"
"Clean Air (Human Rights) Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2022-12-02a.1981.2","uk.org.publicwhip/lords/2022-12-02a.1983.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-02a.xml"
"Superannuation Bill","uk.org.publicwhip/lords/2010-12-07a.125.9","uk.org.publicwhip/lords/2010-12-07a.128.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-12-07a.xml"
"Disqualifications Bill","uk.org.publicwhip/lords/2000-11-28a.1256.2","uk.org.publicwhip/lords/2000-11-28a.1259.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-28a.xml"
"Corporate Manslaughter And Corporate Homicide Bill","uk.org.publicwhip/lords/2007-02-28b.1591.92","uk.org.publicwhip/lords/2007-02-28b.1591.96","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-02-28b.xml"
"Health Protection Agency Bill [Hl]","uk.org.publicwhip/lords/2004-04-29a.942.5","uk.org.publicwhip/lords/2004-04-29a.943.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-04-29a.xml"
"Immigration (Discharged Gurkhas) Bill [Hl]","uk.org.publicwhip/lords/2008-10-13a.491.2","uk.org.publicwhip/lords/2008-10-13a.491.4","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-10-13a.xml"
"Local Government Bill [Hl]","uk.org.publicwhip/lords/2010-10-05a.15.7","uk.org.publicwhip/lords/2010-10-05a.19.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-10-05a.xml"
"Government Spending (Website) Bill [Hl]","uk.org.publicwhip/lords/2007-03-13b.571.117","uk.org.publicwhip/lords/2007-03-13b.571.118","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-03-13b.xml"
"Electricity (Miscellaneous Provisions) Bill","uk.org.publicwhip/lords/2003-04-10a.347.2","uk.org.publicwhip/lords/2003-04-10a.348.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-04-10a.xml"
"Commissioners For Revenue And Customs Bill","uk.org.publicwhip/lords/2005-04-05b.677.2","uk.org.publicwhip/lords/2005-04-05b.677.4","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-04-05b.xml"
"Northern Ireland Assembly Elections Bill","uk.org.publicwhip/lords/2003-03-19a.285.4","uk.org.publicwhip/lords/2003-03-19a.285.5","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-19a.xml"
"Worker Protection (Amendment Of Equality Act 2010) Bill - Third Reading","uk.org.publicwhip/lords/2023-09-12c.788.10","uk.org.publicwhip/lords/2023-09-12c.790.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-12c.xml"
"Lifelong Learning (Higher Education Fee Limits) Bill - Third Reading","uk.org.publicwhip/lords/2023-09-12c.790.2","uk.org.publicwhip/lords/2023-09-12c.793.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-12c.xml"
"Broads Authority Bill","uk.org.publicwhip/lords/2009-06-11a.818.4","uk.org.publicwhip/lords/2009-06-11a.834.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-06-11a.xml"
"Criminal Justice And Police Bill","uk.org.publicwhip/lords/2001-05-09a.1051.2","uk.org.publicwhip/lords/2001-05-09a.1052.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-05-09a.xml"
"Inquiries Bill [Hl]","uk.org.publicwhip/lords/2005-02-28b.48.3","uk.org.publicwhip/lords/2005-02-28b.48.4","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-02-28b.xml"
"Disability Discrimination Bill [Hl]","uk.org.publicwhip/lords/2005-02-28b.86.7","uk.org.publicwhip/lords/2005-02-28b.86.8","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-02-28b.xml"
"Public Order Bill - Third Reading","uk.org.publicwhip/lords/2023-02-21a.1559.1","uk.org.publicwhip/lords/2023-02-21a.1561.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-02-21a.xml"
"Parking (Code Of Practice) Bill - Third Reading","uk.org.publicwhip/lords/2019-03-04c.443.3","uk.org.publicwhip/lords/2019-03-04c.444.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-04c.xml"
"Care Standards Bill [H.l.]","uk.org.publicwhip/lords/2000-04-04a.1232.7","uk.org.publicwhip/lords/2000-04-04a.1232.8","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-04-04a.xml"
"Contaminated Blood (Support For Infected And Bereaved Persons) Bill [Hl]","uk.org.publicwhip/lords/2010-01-21a.1182.0","uk.org.publicwhip/lords/2010-01-21a.1183.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-01-21a.xml"
"Electronic Trade Documents Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2023-03-22a.1758.7","uk.org.publicwhip/lords/2023-03-22a.1761.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-22a.xml"
"Justice (Northern Ireland) Bill [Hl]","uk.org.publicwhip/lords/2004-02-10a.1059.2","uk.org.publicwhip/lords/2004-02-10a.1060.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-02-10a.xml"
"Gender Recognition Bill [Hl]","uk.org.publicwhip/lords/2004-02-10a.1088.0","uk.org.publicwhip/lords/2004-02-10a.1090.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-02-10a.xml"
"Psychoactive Substances Bill [Hl] — Third Reading","uk.org.publicwhip/lords/2015-07-20a.903.4","uk.org.publicwhip/lords/2015-07-20a.904.3","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-07-20a.xml"
"Northern Ireland (Miscellaneous Provisions) Bill","uk.org.publicwhip/lords/2006-07-19b.1277.86","uk.org.publicwhip/lords/2006-07-19b.1277.87","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-19b.xml"
"Wales Bill — Third Reading","uk.org.publicwhip/lords/2014-11-24a.694.1","uk.org.publicwhip/lords/2014-11-24a.701.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-11-24a.xml"
"Pensions Bill","uk.org.publicwhip/lords/2004-11-15a.1259.0","uk.org.publicwhip/lords/2004-11-15a.1260.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-15a.xml"
"Hunting Bill","uk.org.publicwhip/lords/2004-11-15a.1270.6","uk.org.publicwhip/lords/2004-11-15a.1290.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-15a.xml"
"Financial Services (Implementation Of Legislation) Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2019-02-06a.1528.4","uk.org.publicwhip/lords/2019-02-06a.1531.3","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-02-06a.xml"
"Identity Documents Bill","uk.org.publicwhip/lords/2010-11-24a.1116.10","uk.org.publicwhip/lords/2010-11-24a.1117.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-11-24a.xml"
"Child Poverty Bill","uk.org.publicwhip/lords/2010-03-17a.645.5","uk.org.publicwhip/lords/2010-03-17a.646.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-03-17a.xml"
"Extradition (Provisional Arrest) Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2020-06-15b.1974.1","uk.org.publicwhip/lords/2020-06-15b.1975.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-06-15b.xml"
"National Health Service Reform And Health Care Professions Bill","uk.org.publicwhip/lords/2002-05-16a.476.5","uk.org.publicwhip/lords/2002-05-16a.477.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-05-16a.xml"
"Online Safety Bill - Third Reading","uk.org.publicwhip/lords/2023-09-06c.462.1","uk.org.publicwhip/lords/2023-09-06c.476.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-06c.xml"
"European Union (Withdrawal) Bill - Third Reading","uk.org.publicwhip/lords/2018-05-16b.733.1","uk.org.publicwhip/lords/2018-05-16b.746.2","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-05-16b.xml"
"Social Security (Special Rules For End Of Life) Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2022-06-22c.236.6","uk.org.publicwhip/lords/2022-06-22c.240.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-06-22c.xml"
"Northern Ireland (Ministers, Elections And Petitions Of Concern) Bill - Third Reading","uk.org.publicwhip/lords/2022-01-24a.22.5","uk.org.publicwhip/lords/2022-01-24a.22.6","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-01-24a.xml"
"Northern Ireland (Ministers, Elections And Petitions Of Concern) Bill - Third Reading","uk.org.publicwhip/lords/2022-01-24a.22.7","uk.org.publicwhip/lords/2022-01-24a.25.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-01-24a.xml"
"Mental Capacity Bill","uk.org.publicwhip/lords/2005-03-24b.459.0","uk.org.publicwhip/lords/2005-03-24b.459.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-03-24b.xml"
"Refugees (Family Reunion) Bill [Hl] - Third Reading","uk.org.publicwhip/lords/2023-02-03a.911.4","uk.org.publicwhip/lords/2023-02-03a.913.3","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-02-03a.xml"
"Nationality And Borders Bill - Third Reading","uk.org.publicwhip/lords/2022-03-14a.26.9","uk.org.publicwhip/lords/2022-03-14a.31.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-14a.xml"
"Economic Crime (Transparency And Enforcement) Bill - Third Reading","uk.org.publicwhip/lords/2022-03-14a.152.5","uk.org.publicwhip/lords/2022-03-14a.156.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-14a.xml"
"Race Relations (Amendment) Bill [H.l.]","uk.org.publicwhip/lords/2000-02-03a.360.4","uk.org.publicwhip/lords/2000-02-03a.363.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-02-03a.xml"
"Fire Services Bill","uk.org.publicwhip/lords/2003-11-03a.676.0","uk.org.publicwhip/lords/2003-11-03a.676.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-11-03a.xml"
"Cluster Munitions (Prohibitions) Bill [Hl]","uk.org.publicwhip/lords/2010-02-08a.480.10","uk.org.publicwhip/lords/2010-02-08a.481.3","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-02-08a.xml"
"Countryside And Rights Of Way Bill","uk.org.publicwhip/lords/2000-11-23a.967.1","uk.org.publicwhip/lords/2000-11-23a.1066.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-23a.xml"
"Countryside And Rights Of Way Bill","uk.org.publicwhip/lords/2000-11-23a.1062.0","uk.org.publicwhip/lords/2000-11-23a.1066.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-23a.xml"
"Justice (Northern Ireland) Bill","uk.org.publicwhip/lords/2002-07-11a.876.0","uk.org.publicwhip/lords/2002-07-11a.876.1","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-07-11a.xml"
"Mobile Telephones (Reprogramming) Bill [Hl]","uk.org.publicwhip/lords/2002-07-11a.876.3","uk.org.publicwhip/lords/2002-07-11a.877.0","/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-07-11a.xml"
