heading,first,last,file,leg_title
Transport For London (Supplemental Toll Provisions) Bill [Hl],uk.org.publicwhip/lords/2011-06-29a.1818.3,uk.org.publicwhip/lords/2011-06-29a.1822.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-06-29a.xml,NA
Travel Concessions (Eligibility) Bill [Hl],uk.org.publicwhip/lords/2001-10-25a.1135.2,uk.org.publicwhip/lords/2001-10-25a.1136.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-10-25a.xml,Travel Concessions (Eligibility) Act 2002
Uk Borders Bill,uk.org.publicwhip/lords/2007-10-23a.1011.0,uk.org.publicwhip/lords/2007-10-23a.1012.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-10-23a.xml,UK Borders Act 2007
Uk Infrastructure Bank Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-07-11b.1276.8,uk.org.publicwhip/lords/2022-07-11b.1278.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-11b.xml,UK Infrastructure Bank Act 2023
United Kingdom Internal Market Bill - Third Reading,uk.org.publicwhip/lords/2020-12-02c.761.4,uk.org.publicwhip/lords/2020-12-02c.769.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-12-02c.xml,United Kingdom Internal Market Act 2020
Universal Credit (Removal Of Two Child Limit) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-03-24a.1960.3,uk.org.publicwhip/lords/2023-03-24a.1964.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-24a.xml,NA
Utilities Bill,uk.org.publicwhip/lords/2000-07-11a.167.4,uk.org.publicwhip/lords/2000-07-11a.167.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-11a.xml,Utilities Act 2000
Vehicles (Crime) Bill,uk.org.publicwhip/lords/2001-03-27a.142.0,uk.org.publicwhip/lords/2001-03-27a.143.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-03-27a.xml,Vehicles (Crime) Act 2001
Veterans Advisory And Pensions Committees Bill - Third Reading,uk.org.publicwhip/lords/2023-09-18a.1207.2,uk.org.publicwhip/lords/2023-09-18a.1209.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-18a.xml,Veterans Advisory and Pensions Committees Act 2023
Violent Crime Reduction Bill,uk.org.publicwhip/lords/2006-10-25b.1275.2,uk.org.publicwhip/lords/2006-10-25b.1276.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-10-25b.xml,Violent Crime Reduction Act 2006
Voyeurism (Offences) (No. 2) Bill - Third Reading,uk.org.publicwhip/lords/2019-01-15b.132.3,uk.org.publicwhip/lords/2019-01-15b.132.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-01-15b.xml,Voyeurism (Offences) Act 2019
Wales Bill — Third Reading,uk.org.publicwhip/lords/2014-11-24a.694.1,uk.org.publicwhip/lords/2014-11-24a.701.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-11-24a.xml,Wales Act 2014
Waste And Emissions Trading Bill [Hl],uk.org.publicwhip/lords/2003-03-06a.956.2,uk.org.publicwhip/lords/2003-03-06a.957.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-06a.xml,Waste and Emissions Trading Act 2003
Water Bill [Hl],uk.org.publicwhip/lords/2003-07-09a.427.3,uk.org.publicwhip/lords/2003-07-09a.428.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-07-09a.xml,Water Act 2003
Wellbeing Of Future Generations Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-02-04b.1153.3,uk.org.publicwhip/lords/2022-02-04b.1154.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-02-04b.xml,NA
Wild Animals In Circuses (No. 2) Bill - Third Reading,uk.org.publicwhip/lords/2019-07-23c.673.3,uk.org.publicwhip/lords/2019-07-23c.673.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-07-23c.xml,Wild Animals in Circuses Act 2019
"Women, Peace And Security Bill [Hl] - Third Reading",uk.org.publicwhip/lords/2023-07-14a.1980.3,uk.org.publicwhip/lords/2023-07-14a.1983.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-07-14a.xml,NA
Work And Families Bill,uk.org.publicwhip/lords/2006-05-08b.708.0,uk.org.publicwhip/lords/2006-05-08b.708.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-05-08b.xml,Work and Families Act 2006
Worker Protection (Amendment Of Equality Act 2010) Bill - Third Reading,uk.org.publicwhip/lords/2023-09-12c.788.10,uk.org.publicwhip/lords/2023-09-12c.790.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-12c.xml,Worker Protection (Amendment of Equality Act 2010) Act 2023
Workers (Predictable Terms And Conditions) Bill - Third Reading,uk.org.publicwhip/lords/2023-09-18a.1204.2,uk.org.publicwhip/lords/2023-09-18a.1205.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-18a.xml,Workers (Predictable Terms and Conditions) Act 2023
